湖南人文科技学院	0x20
昌吉市中等职业技术学校	0x685
北海艺术设计职业学院	0x56d
中国人民警官大学	0x99c
郴州医学高等专科学校	0xc3f
四川机电职业技术学院	0x5c6
天津理工大学中环信息学院	0x6ee
亳州学院	0x5ec
宿州职业技术学院	0x369
湘南幼儿师范高等专科学校	0x117d
磨料磨具工业职工大学	0xd09
浙江经济管理职工大学	0xf38
石家庄工商职业学院	0x732
湛江市业余大学	0x67a
广西科技师范学院	0x636
南京工业职业技术学院	0xc4c
武昌理工学院	0xd2b
沈阳市联合职工大学	0xd3c
湖南铁道职业技术学院	0x4ca
广东司法学校	0xfb4
中国科学院大学	0xfb3
中国人民解放军海军航空大学	0xb97
云南机电职业技术学院	0xe45
湖北医药学院	0xd5f
山东省泰安农业学校	0x412
河北女子职业技术学院	0x12
鹤壁广播电视大学	0xd12
大连工业大学	0xa66
兴义民族师范学院	0x331
温州广播电视大学	0x1f1
内蒙古美术职业学院	0xd33
南海成人学院	0x10df
哈尔滨传媒职业学院	0x969
杭州医学院	0x482
广西艺术学院	0x10bc
厦门医学高等专科学校	0xaa7
中北大学	0x111d
中国金融学院	0x7e5
甘肃财贸职业学院	0x3f3
济南交通专科学校	0x39a
天津市和平区新华职工大学	0x4e3
湖南工业大学	0xa32
辽宁广告职业学院	0x3cb
江西中医药高等专科学校	0xcda
张家口农业高等专科学校	0xdea
西南医科大学	0x2e0
四川城市职业学院	0x929
山西经济管理学院	0x63e
南京师范大学泰州学院	0x339
陕西纺织服装职业技术学院	0xb98
重庆工商职业学院	0x1c4
福建省农业学校	0x357
西安科技大学高新学院	0x3b2
广东省外语艺术职业学院	0xe9b
长沙商贸旅游职业技术学院	0x225
珠海教育学院	0x94a
西安电力机械制造公司机电学院	0x755
吴忠职工中专	0x1133
南昌大学	0xf87
安阳幼儿师范高等专科学校	0x95b
宁波诺丁汉大学	0xbbb
黑龙江三江美术职业学院	0x303
岭南师范学院基础教育学院	0x10c6
韩山师范学院	0x773
成都农业科技职业学院	0xa57
山东省教育学院	0xdf6
新疆师范高等专科学校	0xc92
甘肃省兰州农业学校	0x354
铁岭师范高等专科学校	0xb7f
哈尔滨剑桥学院	0x69e
山西医科大学	0x7c2
辽宁城市建设职业技术学院	0x41e
北京电子科技学院	0xf
广西建筑职工大学	0x8b9
河北省广播电视大学	0xf1a
武汉金融高等专科学校	0x8cd
广东碧桂园职业学院	0xa61
郑州大学	0x395
湖南计算机高等专科学校	0xb75
常州工学院	0x40c
湖北省林业学校	0xb48
山西青年职业学院	0xedf
黑龙江林业职业技术学院	0x56b
哈尔滨教育学院	0x1006
中国人民武装警察部队工程大学	0x100b
中国人民解放军空军预警学院	0xa9d
渭南师范学院	0xff8
中国葛洲坝水电职工大学	0x3a0
威海海洋职业学院	0xf53
大连医科大学中山学院	0x986
西安工程大学	0x3d
辽宁建筑职业技术学院	0x509
太行师范学校	0xdbc
梧州师范高等专科学校	0xb1a
天津医科大学	0x115e
荆州市财政会计学校	0x4cd
贵州农业职业学院	0x975
惠州学院	0x920
重庆工业高等专科学校	0xcb6
合肥师范学院	0x662
锦州医科大学	0x16
邯郸学院	0x80e
山西煤炭职工联合大学	0xb45
徐州生物工程职业技术学院	0x10b9
郑州财经学院	0xfe
山东轻工业学校	0xfde
泰山职业技术学院	0xa97
湖南医学高等专科学校	0x3cc
宁夏石嘴山职业技术学院	0x39d
烟台职业学院	0x33
南京金融高等专科学校	0xab5
辽宁理工职业学院	0x2f0
山西省物资学校	0x5e2
新乡教育学院	0x940
黑龙江生物科技职业学院	0x2be
广西理工职业技术学院	0x7fc
安徽省卫生干部进修学校	0xcfc
广西科技大学鹿山学院	0x933
宣城广播电视大学	0x26a
陕西省旅游学校	0x9c5
连云港师范高等专科学校	0x1096
广东新华教育学院	0x1ee
浙江水利职工中等专业学校	0xef
怀化医学高等专科学校	0xc38
信阳师范学院	0xf4f
北京第二外国语学院	0x722
亳州职业技术学院	0x615
陕西机电职业技术学院	0x702
渭南职业技术学院	0xb5
河南大学民生学院	0x3ae
上海农林职业技术学院	0x345
天津大学仁爱学院	0xca9
青岛黄海职业学院	0x72d
广东财经大学华商学院	0x6cc
上海音乐学院	0xe6
北京信息科技大学	0xaaf
甘肃能源化工职业学院	0xbba
上海科技高等专科学校	0x38a
中国人民解放军空军指挥学院	0x7ce
广西中医药大学	0xb5c
河北机电学院	0xd5b
山东轻工职业学院	0x348
上海工程技术大学	0x8fe
重庆师范高等专科学校	0x7ec
四川音乐学院绵阳艺术学院	0xad4
新疆生产建设兵团广播电视大学	0x10a8
洛阳师范高等专科学校	0x557
辽宁工程职业学院	0xf62
黄冈科技职业学院	0x1050
汕头商业供销学校	0x256
商丘师范高等专科学校	0x8fc
铜川师范学校	0xe32
陕西省邮电学校	0xae6
新余高等专科学校	0x36f
新疆职业大学	0xe9c
太原理工大学	0x98d
杭州成人科技大学	0x94f
河南水利与环境职业学院	0x162
长沙理工大学	0x6cd
保山中医药高等专科学校	0x958
驻马店文化艺术学校	0xce6
益阳师范高等专科学校	0x777
福建信息职业技术学院	0x32
抚州职业技术学院	0x8af
河南中医药大学	0xb2f
厦门华厦学院	0x718
银川高等师范专科学校	0xf0a
西北农业大学	0x247
衡阳师范学院南岳学院	0x500
丽江师范高等专科学校	0x13d
私立华联学院	0x42c
唐山学院	0xf39
安徽银行学校	0x6e3
中南财经大学	0x10dc
南通航运职业技术学院	0x1024
湖南理工学院南湖学院	0xa56
长江大学工程技术学院	0x587
河南化工职业学院	0x55f
洛阳工业高等专科学校	0x5fb
广西城市职业学院	0x86c
南京财经大学	0x313
西安工程学院	0xf40
合肥林业学校	0x30f
中国人民解放军军需大学	0xbf1
西北大学公安学院	0xb1
合肥科技职业学院	0x950
鹰潭职业技术学院	0xb90
太仓广播电视大学	0x27
马鞍山师范高等专科学校	0xa13
山东财政职工大学	0xd9a
湖南中医药大学湘杏学院	0xac5
大同医学高等专科学校	0x594
襄樊职业大学	0x524
江苏职工医科大学	0x18
青岛职业技术学院	0x8b0
湖北医科大学	0x10e2
洛阳师范学院	0x83b
湖南司法警官职业学院	0x6f8
湖南环境生物职业技术学院	0x5f8
福建卫生职业技术学院	0xae
空军第四职工大学	0xba0
襄阳广播电视大学	0x1da
滁州市技工学校	0x614
西安煤炭卫生学校	0xc41
福建电子工业学校	0x1c7
河北影视艺术学院	0x111c
河北司法警官职业学院	0xd6
杭州广播电视大学	0x44d
湖南教育学院	0xd0c
湖北第二师范学院	0x3d5
空军第一职工大学	0xc7
武汉商学院	0x91e
湖北省电影学校	0x3a1
福建教育学院	0x976
兰州教育学院	0x1ec
内蒙古艺术学院	0x775
长春市建筑职工业余大学	0xcca
四川外国语大学	0x6dd
咸阳师范专科学校	0xa14
衢州学院	0x4ec
中华会计函授学校	0x3e2
邯郸职业技术学院	0x393
兰州铁路工程职工大学	0xf18
武汉铁路桥梁职业学院	0xc37
许昌学院	0x109f
连云港化工高等专科学校	0x6d0
北京卫生职业学院	0x12f
德化职业中专学校	0x1ea
天津美术学院	0x86
福州大学	0xe05
湖南交通职业技术学院	0x3af
扬州市环境资源职业技术学院	0x51f
长沙师范学院	0x7a3
盐城纺织工业学校	0xeec
南昌市职工科技大学	0xc68
云南工业大学	0x710
广东轻工职业技术学院	0x2eb
四川文化产业职业学院	0xced
黎明职业大学	0x41d
梧州教育学院	0x7df
朝阳市第一师范学校	0x2d0
黄河水利职业技术学院	0x4d2
淮北师范大学	0xe7
浙江工业职业技术学院	0xfcf
邵阳高等专科学校	0x376
石河子大学科技学院	0x5d0
渝州大学	0xa2d
绍兴市城乡建设职工中等专业学校	0x485
延安大学	0x95c
临沂大学	0xecf
武汉纺织大学	0x105
武汉工业职业技术学院	0x6c
广东农工商职业技术学院	0x443
山西农业大学	0xb22
宁波大红鹰学院	0xed9
浙江农业商贸职业学院	0x911
武汉职业技术学院	0xf6d
天津市工会管理干部学院	0x73e
太原大学外语师范学院	0x100c
太原科技大学	0x37d
永州职业技术学院	0x831
洛阳科技职业学院	0x4b9
渤海船舶职业学院	0x44b
宁夏银行学校	0x8a7
重庆公共运输职业学院	0xbdd
浙江省嘉兴农业学校	0xa22
湖北省直属机关业余大学	0x1f
绍兴职业技术学院	0x436
广东茂名健康职业学院	0x6aa
新乡医学院三全学院	0x83e
恩施医学高等专科学校	0x656
甘肃省礼县师范学校	0xc6e
泸州职业技术学院	0x3bd
云南体育运动职业技术学院	0xe9
成都体育学院	0x2e
江苏省丝绸学校	0x8d0
山东财经大学	0x7b8
天津对外贸易学院	0x41a
内蒙古警察职业学院	0x48d
上海建峰职业技术学院	0x10d7
青海大学昆仑学院	0x1049
江西应用科技学院	0x7ad
上海大学	0xab9
株洲铁路电机学校	0x368
上海医疗器械高等专科学校	0xebb
福建工程学院	0xb47
东营市财经学校	0x85b
九江学院	0x700
黄冈师范高等专科学校	0xce7
遵义师范高等专科学校	0x738
遵义职业技术学院	0x3bf
上海立信会计金融学院	0xa74
厦门水产学院	0xa40
无锡职业技术学院	0x4ab
温州医科大学仁济学院	0x8da
浙江省轻工业学校	0x58a
包头市职工大学	0x87e
上海电机技术高等专科学校	0x7dc
广州大学华软软件学院	0x10cc
江西科技师范大学理工学院	0xa78
上海海事职业技术学院	0xb5a
吉林动画学院	0xd51
北京理工大学	0x464
扬州大学	0x237
泉州轻工职业学院	0xd63
四川水利职业技术学院	0x66b
五邑大学	0x120
中国人民武装警察部队学院	0x36d
四川外国语大学重庆南方翻译学院	0x458
桂林电子科技大学	0x1178
华东交通大学理工学院	0xf58
广东工贸职业技术学院	0xbc7
天津市河西区职工大学	0xd1
聊城卫生学校	0xcf5
江苏科技大学	0xad6
重庆工程学院	0x1d9
石家庄经济职业学院	0x1c6
安阳师范学院	0x6c4
湖南高速铁路职业技术学院	0x116b
吉林市职工大学	0xaee
泉州慈山财经学校	0x9f9
安徽工程大学	0xa92
廊坊师范专科学校	0x83d
大连汽车职业技术学院	0xde
青岛远洋船员职业学院	0x678
苏州职业大学	0x798
中国劳动关系学院	0x7b
西安市广播电视大学	0x5c8
内蒙古大学鄂尔多斯学院	0x101
福建省云霄师范学校	0xe3
中国人民解放军空军工程大学	0xe96
广东省公安司法管理干部学院	0x93b
玉林市高等职业技术学院	0xf49
惠州大学	0xc76
铁道警官高等专科学校	0x6d2
天津公安警官职业学院	0x1a
天津纺织工学院	0xfa
玉林市教育学院	0x20a
广东职业技术学院	0xa83
济南机械职工大学	0x3a7
山东外事翻译职业学院	0x467
潍坊学院	0x667
河北交通职业技术学院	0x261
阿拉善职业技术学院	0xc2b
武汉交通科技大学	0x3e6
玉溪师范学院	0x4ce
广州医科大学	0x37
盐城幼儿师范高等专科学校	0x4d
吉林医药学院	0x60c
广西机械工业学校	0xd17
首都医科大学	0xed8
临沂职业学院	0x187
锦州师范学院	0x1059
山东省聊城教育学院	0xb21
河北师范大学汇华学院	0xdd9
信阳卫生学校	0xb13
辽宁师范大学	0xb62
湖州师范专科学校	0x66c
江南学院	0x1ef
江苏理工学院	0x391
中国人民解放军海军工程大学	0x88f
伊犁师范学院	0x56a
苏州机电高等职业技术学校	0x660
滇西应用技术大学	0x278
西安电子科技大学长安学院	0xd59
浙江长征职业技术学院	0x10bf
哈尔滨工程大学	0xf11
西南林业大学	0x3c0
营口职业技术学院	0xa21
阳泉师范高等专科学校	0xc4b
莱芜职业技术学院	0xbea
枣庄学院	0xaa8
常德市城乡建设技术学校	0x47a
赤峰工业职业技术学院	0xe29
太原师范学院	0x438
河北医学院	0xb96
扬州中瑞酒店职业学院	0xeed
泰安贸易学校	0xa04
上海公安学院	0x716
武汉工贸职业学院	0xdfc
荆州教育学院	0x8ef
赤峰民族师范高等专科学校	0xc3d
中国人民解放军海军大连舰艇学院	0x7e
河海大学	0x8a2
上海工会管理职业学院	0xcfd
青岛教育学院	0x5f4
山东中医药大学	0xdc4
湖北大学知行学院	0x448
郑州师范学院	0xe49
皖北卫生职业学院	0x53
沈阳北软信息职业技术学院	0x155
海南广播电视大学	0xd02
浙江广播电视高等专科学校	0x861
金肯职业技术学院	0xaa6
四川师范大学	0x871
云南城市建设职业学院	0x49b
林业学校	0x76f
池州工业学校	0xc19
四川省东方动力职工大学	0xde0
宝鸡文理学院	0x1125
吉林铁路运输职工大学	0xad0
首钢工学院	0x522
贵州医科大学神奇民族医药学院	0xee7
河南商业高等专科学校	0xd85
西安市职工大学	0x21
湄洲湾职业技术学院	0x5e9
江苏省人口学校	0xfb5
三峡大学职业技术学院	0x2dd
青岛农业大学海都学院	0xc75
黔阳师范	0x7f7
北京气象学院	0x5ac
辽宁轨道交通职业学院	0x5f
天津青年职业学院	0xcc
丹江口工程管理局职工大学	0xffe
濮阳职业技术学院	0x3d1
内江职业技术学院	0x9e3
广州体育学院	0x79d
东北财经大学	0xfdb
山东传媒职业学院	0xac7
杭州万向职业技术学院	0x102d
江西冶金职业技术学院	0xcf0
南京晓庄学院	0x9b5
湖南现代物流职业技术学院	0x115d
山西水利职工大学	0x1158
郑州科技职业学院（	0xdb
河北职业技术学院	0xf95
上海市杨浦区业余大学	0xa5c
武汉设计工程学院	0x6d3
山东工商学院	0x10f2
中南民族大学	0x3e1
北京市中医学校	0x100
四川民族学院	0x51c
南昌师范学校	0xbf0
湖南信息职业技术学院	0x8a3
安徽医学高等专科学校	0xfc4
浙江树人学院	0x3ff
武汉东湖学院	0xdff
天津交通职业学院	0x2ac
宁夏葡萄酒与防沙治沙职业技术学院	0x8ab
淮南职业技术学院	0x62e
遵义医药高等专科学校	0xd47
河南建筑职业技术学院	0xcc8
江西泰豪动漫职业学院	0x363
延安财经学校	0x8ba
齐齐哈尔职业学院	0x112a
滕州市高级职业学校	0xf66
晋城教育学院	0x1172
惠州经济职业技术学院	0x3c9
山东中医药高等专科学校	0x473
黑龙江东方学院	0xda7
北京经济技术职业学院	0x157
江西省万年师范学校	0x818
九江职业技术学院	0x1002
德州粮食学校	0x6c3
中国人民武装警察部队士官学校	0x1c5
南充市职工大学	0xb3
郑州铁路师范学校	0x364
师范高等专科学校	0x477
郑州铁路卫生学校	0x689
宿迁职业技术学院	0x3b5
华中师范大学	0x6c2
湖南建材高等专科学校	0x9b2
宿州学院	0x104
南阳一师	0x625
华北航天工业学院	0x394
河北工业大学	0xfba
暨南大学	0xb9c
安徽电子工业学校	0x526
苏州健雄职业技术学院	0x70c
山东省环保学校	0x642
云南锡业职业技术学院	0xc39
延边师范高等专科学校	0xdd4
西安东方亚太职业技术学院	0x85d
西安医学高等专科学校	0x107
阜阳师范学院信息工程学院	0xcb3
中山大学	0xf55
辽宁冶金职业技术学院	0xd26
江苏城市职业学院	0x993
西安市农业学校	0x1108
北京宣武红旗业余大学	0xc1b
南海东软信息技术职业学院	0xe69
华北工学院专科学校	0xac4
广州科技贸易职业学院	0x4b
云南省文化厅职工大学	0x14c
西交利物浦大学	0xca0
山东省体育学院	0x577
郑州升达经贸管理学院	0x955
江西旅游商贸职业学院	0x97d
上饶幼儿师范高等专科学校	0xdcc
广西警察学院	0x3c3
石家庄信息工程职业学院	0xad3
郑州广播电视大学	0xac8
贵州交通职业技术学院	0xde6
鄂城钢铁厂职工大学	0x7cd
吉林艺术学院	0xedc
成都市职工大学	0x5e8
威海市职业中等专业学校	0x28f
四川财经职业学院	0x30b
太原化学工业集团有限公司职工大学	0x9af
北京语言文化大学	0xb4b
郴州职业技术学院	0x535
郑州电力职业技术学院	0xb7
广州城建职业学院	0x684
咸阳机器制造学校	0x248
湖南工学院	0x5ff
浙江纺织服装职业技术学院	0xd68
南京科技职业学院	0x33e
天津市渤海化工职工学院	0xaa9
漳州卫生职业学院	0x1dd
上海旅游高等专科学校	0xc5c
福建省福州幼儿师范学校	0x1dc
杭州电力经济管理学校	0x57c
民办山东万杰医学高等专科学校	0x999
贺州学院	0xa79
保山学院	0x619
焦作职工医学院	0xcb
吉林科技职业技术学院	0xcd2
普洱学院	0xc59
承德职业学院	0x5d6
武汉城市建设学院	0x39b
安徽财经大学商学院	0x351
中国传媒大学南广学院	0xe38
河北建材职工大学	0x1115
辽宁公安司法管理干部学院	0xd29
广州市城建职工大学	0xd58
河南省广播电视大学	0x42f
杭州医学高等专科学校	0x746
七台河职业学院	0x77a
厦门大学嘉庚学院	0xe04
湖北省工艺美术学校	0x866
中国药科大学	0xc7f
黑龙江交通高等专科学校	0xeba
濮阳师范学校	0x83f
武汉光谷职业学院	0xef0
江西工业职业技术学院	0x4ff
重庆市公安学校	0x4f9
中央司法警官学院	0xbc2
西安电力高等专科学校	0x3f1
石家庄人民医学高等专科学校	0x96f
广东石油化工高等专科学校	0xd
河北建筑工程学院	0xa11
湖南省工艺美术学校	0x683
江西财经大学现代经济管理学院	0x38b
山东建筑材料工业学院	0xf8a
南方科技大学	0x8f8
江苏省常州化工学校	0x17c
广东开放大学	0x114b
四川文化传媒职业学院	0x109a
哈尔滨广厦学院	0x2fe
北京吉利学院	0xe7a
福建司法学校	0x441
广西工商职业技术学院	0x901
新乡师范高等专科学校	0x596
四川农业大学	0x277
北京交通大学	0x8c7
安阳市第二师范学校	0xe1a
民办合肥经济技术职业学院	0xe7f
北京科技职业学院	0x10db
银川市光华职业中专学校	0x1d
重庆邮电大学移通学院	0x46a
长沙电力学院	0xc8a
天津体育学院	0xb3d
青海教育学院	0x293
济南工程职业技术学院	0xaa4
鹤壁中等专业学校	0x635
仲恺农业工程学院	0xacc
湖南医药学院	0xd89
北京联合大学经济管理学院	0x3fc
江西工业贸易职业技术学院	0x790
西安外事学院	0x1011
内蒙古医科大学鄂尔多斯学院	0x1e2
沈阳市广播电视大学	0xcac
长治职工大学	0x8e6
江西卫生职业学院	0x196
新疆应用职业技术学院	0x8c
苏州医学院	0xeb6
通辽职业学院	0x45d
廊坊师范学院	0xb03
石家庄理工职业学院	0x54d
甘肃联合大学	0x3a
教师进修学院	0x1116
江西电力职业技术学院	0x608
广西科技大学	0x1056
广州涉外经济职业技术学院	0x1084
合肥共达职业技术学院	0xd7e
中国人民解放军空军通信士官学校	0xd03
茂名职业技术学院	0x8ce
湖南工艺美术职业学院	0x20d
榆林学院	0xf92
文华学院	0x126
安徽汽车职业技术学院	0x26c
包头铁道职业技术学院	0xd82
河南工学院	0x573
惠州教育学院	0x104b
南宁市广播电视大学	0x3dc
天津对外经济贸易职业学院	0x10f1
重庆水利电力职业技术学院	0x5d3
江苏省丹阳师范学校	0x5fd
毕节教育学院	0x2bc
辽宁中医药大学	0xd25
北京吉利大学	0x1044
辽宁税务高等专科学校	0x1052
沧州师范专科学校	0x470
扬州市经济管理中等专业学校	0x10e9
四川科技职工大学	0xbe3
上海市普陀区业余大学	0x52e
河北工程大学科信学院	0x6a2
天津机电职业技术学院	0x103
西北师范大学	0x57f
廊坊东方职业技术学院	0xec2
周口师范高等专科学校	0x556
朔州师范高等专科学校	0xa44
南京农业专科学校	0xe42
河北经贸学院	0xd8b
江苏财经职业技术学院	0x117c
黔南民族师范学院	0x2b4
华中农业大学	0xf48
驻马店职业技术学院	0xa5f
辽宁省服务学校	0x843
常州市职工大学	0xffa
药王山藏医学院	0x909
辽宁林业职业技术学院	0xcd9
荆州财税会计学校	0x352
黑龙江公安警官职业学院	0x45f
上海应用技术大学	0xda2
宁夏工业职业学院	0x9a2
东北大学	0x235
武汉冶金医学高等专科学校	0x92d
成都广播电视大学	0x269
徽商职业学院	0x203
炎黄职业技术学院	0x1159
苏州工艺美术职业技术学院	0xb74
广东信息工程职业学院	0x9c4
南京中医药大学	0x119
德州市技术学院	0x951
潍坊市职工大学	0xa50
吉林粮食高等专科学校	0x107b
四川电子机械职业技术学院	0x298
中华女子学院	0xe21
南开大学	0x897
重庆工商大学派斯学院	0xbcf
州医学高等专科学校	0x778
山东对外经济贸易职工大学	0x1075
烟台教育学院	0x10e0
许昌电气职业学院	0x115b
长江大学	0x1118
西安欧亚学院	0xa1a
济宁医学院	0x5e4
南京航空航天大学	0x110d
长春金融高等专科学校	0x4c1
白城师范学院	0x32e
重庆医药高等专科学校	0x3b0
哈尔滨医科大学	0xec3
山东劳动职业技术学院	0xfc5
白城师范高等专科学校	0x9ff
吉林工业职业技术学院	0x105a
曲靖师范高等专科学校	0xb08
山西警官职业学院	0x267
贵州电子信息职业技术学院	0x292
重庆城市职业学院	0x1131
西北大学现代学院	0xc31
山东省工会管理干部学院	0xf71
兰州大学	0xa4e
石家庄医学高等专科学校	0x3d3
云南大学	0x2e4
燕山大学	0x765
兰州医学院	0x5f0
厦门理工学院	0x863
宁夏建设职业技术学院	0x703
成都工业学院	0x84b
云南外事外语职业学院	0xb7c
惠阳师范专科学校	0x233
宿州师范专科学校	0x1171
菏泽家政职业学院	0xe82
德州高等专科学校	0x466
甘肃机电职业技术学院	0x9fd
重庆大学	0xce9
天津城建大学	0xcde
辽宁职业学院	0x103f
昭通学院	0xbe1
南昌工学院	0x8e1
上海市宝山区业余大学	0xc4a
大理农林职业技术学院	0x68f
南华大学船山学院	0xe9a
重庆电力高等专科学校	0x808
广州松田职业学院	0x2a
海南软件职业技术学院	0xb12
罗定职业技术学院	0x65b
江苏安全技术职业学院	0x141
内蒙古煤炭工业学校	0x73a
天津铁道职业技术学院	0x8c1
安徽教育学院	0xe99
金山职业技术学院	0x10c8
四川外国语大学成都学院	0x9ce
广西现代职业技术学院	0x62a
湖南外贸职业学院	0x1119
湖南商业高等专科学校	0x16b
宁夏商业学校	0x838
中国石油大学（北京）	0x320
上海金融高等专科学校	0xebe
云南国土资源职业学院	0x87d
福州英华职业学院	0x9a5
宁夏工学院	0xda6
河北建筑科技学院	0xbb3
河北工艺美术职业学院	0x48b
拉萨师范高等专科学校	0x1167
成都东软信息技术职业学院	0x1005
温州市工人业余大学	0x91a
湖南邮电职业技术学院	0x34c
清远职业技术学院	0xe11
辽宁工业大学	0x7b1
湖北文理学院	0x386
山东省机械工业学校	0x83a
济南幼儿师范高等专科学校	0x492
浙江中医药大学	0x8bd
云南科技信息职业学院	0x64b
福建农林大学	0x6a3
甘肃林业职业技术学院	0xdf9
广东金融学院	0x5eb
泉州商业学校	0x1b9
山西应用科技学院	0x48c
湖北轻工职业技术学院	0xf76
重庆传媒职业学院	0xd5
汕头市教师进修学校	0xade
安徽财经大学	0x1e9
海南大学	0x2df
北京轻工业学院	0xf79
山西财经学院	0xf0b
北京科技大学	0x70f
淮南师范学院	0xe94
陕西旅游烹饪职业学院	0xecc
丽水卫校	0xbfd
宜昌教育学院	0xfae
山西矿业学院	0x61a
广东社会科学大学	0xc42
甘肃省建筑工程学校	0xf4c
新乡幼儿师范学校	0x2e3
上海健康医学院	0x107a
梧州学院	0x3c6
滁州市粮食成人中专学校	0x263
安徽绿海商务职业学院	0xc3c
山东畜牧兽医职业学院	0xb
首都体育学院	0x6f9
湖南财经工业职业技术学院	0x8a4
天津农学院	0x34
江西师范大学科学技术学院	0x1025
海南教育学院	0xddc
郑州工程技术学院	0x455
安徽水利水电职业技术学院	0x5ca
黑龙江省建筑材料工业学校	0xc07
芜湖职业技术学院	0xa17
云南司法警官职业学院	0x6c5
扬州工业职业技术学院	0x1181
武汉传媒学院	0xc5f
仰恩大学	0x829
湖南安全技术职业学院	0x1169
西北电业职工大学	0x10e6
昆山杜克大学	0x6cb
福建医科大学	0x799
开封人民警察学校	0x281
驻马店幼儿师范高等专科学校	0xe0f
陕西纺织技术学院	0xb0c
南京财经大学红山学院	0x140
苏州市机械学校	0x6d6
江西农业大学南昌商学院	0x358
黑龙江工程学院昆仑旅游学院	0x50c
江苏师范大学	0x582
福建商学院	0x9ea
山西省吕梁市教育学院	0xa72
海医药高等专科学校	0xbdf
阜阳科技职业学院	0x2f3
湖南电子科技职业学院	0xb8a
江苏省江海贸易学校	0xb61
公安消防部队高等专科学校	0x7db
湖南省建筑学校	0x658
黑龙江外国语学院	0xcdf
东营农业学校	0xe1e
克山师范专科	0xb00
黑龙江工商学院	0xb28
益阳职业技术学院	0x5ea
安徽体育运动职业技术学院	0x4e0
益阳教育学院	0x5a8
宁波大学科学技术学院	0x2cc
山东铝业职业学院	0x497
烟台大学	0xd3b
北京农业工程大学	0x6e8
中央戏剧学院	0xbb8
中华女子学院山东分院	0x4e
江西青年职业学院	0x3ad
四川广播电视大学	0xf80
洛阳市教育学院	0x3cd
衡水学院	0x355
新乡职业技术学院	0x826
石家庄学院	0xad5
石家庄城市经济职业学院	0xdd3
沈阳城市建设学院	0x20c
中国人民公安大学	0x104a
武汉测绘科技大学	0xc52
北京电影学院	0x10eb
福州科技职业技术学院	0x321
大理大学	0x65e
山东水利专科学校	0x86e
郑州科技学院	0xaeb
江南大学太湖学院	0xc87
山西金融职业学院	0xefd
商丘商业学校	0x36a
昆明学院	0xef8
上海商学院	0x781
宁夏师范学院	0x605
重庆邮电大学	0xd4a
杭州师范大学	0x115a
浙江水产学校	0xeee
贵州广播电视大学	0x2bf
河北宣化师范	0x430
河南省医药学校	0x58d
西安高新科技培训学院	0x1184
河南工业职业技术学院	0xcf
运城高等专科学校	0x10e8
廊坊职业技术学院	0x916
新疆维吾尔自治区广播电视大学	0xda1
黑龙江司法警官职业学院	0x882
甘肃省交通学校	0x106b
保山师范高等专科学校	0x317
皖西联合大学	0x10c0
湖北省通用技术工程学校	0xada
中央党校继续教育学院	0xea6
青海民族大学	0x840
浙江水电技工学校	0x1001
广西经济职业学院	0x2ee
曲阜师范大学	0x113e
上海健康职业技术学院	0x159
湖北省工业学校	0x62f
陕西银行学校	0x2a2
广州铁路运输职工大学	0x179
赤峰教育学院	0x116
广州华商职业学院	0xe5f
石家庄外语翻译职业学院	0x1156
安徽信息工程学院	0xd4d
长沙理工大学城南学院	0x10f7
贵州水利水电职业技术学院	0xa98
百色职业学院	0xeb3
韶关市职工大学	0x360
池州旅游学校	0x78a
北京交通大学海滨学院	0x4f1
漳州科技职业学院	0xe76
太湖创意职业技术学院	0x874
吴忠市职业教育中心	0x598
安徽矿业职业技术学院	0x601
乐山职业技术学院	0xe70
中央民族大学	0xb66
河南公安高等专科学校	0xae4
西安航空学院	0x972
湖南理工学院	0xe02
甘肃农业大学	0x66f
昆明理工大学津桥学院	0xef1
四川工业学院	0x4af
华东理工大学	0x1b1
黑龙江建筑职业技术学院	0x459
淮安信息职业技术学院	0xe0d
郑州华信职业技术学院	0xfea
苏州市电子学校	0xf99
四川大学锦江学院	0x86f
河南工业和信息化职业学院	0xc7d
湖南大学	0xfd0
武昌职业学院	0x23
四川现代职业学院	0xb95
潍坊科技学院	0x2a5
金昌市职业技术学校	0x1af
聊城广播电视大学	0x72e
濮阳教育学院	0x66d
黑龙江冰雪体育职业学院	0x77
哈尔滨师范专科学校	0xce2
安徽对外经贸职业学院	0x191
山东省济宁教育学院	0xf45
广西生态工程职业技术学院	0x726
江西医学院	0x1047
安徽新华职业学院	0x692
杭州电力学校	0x5ce
四川幼儿师范高等专科学校	0x8d3
浙江人民警察学校	0xe30
安徽省电影学校	0x79c
大连东软信息学院	0x10b8
安徽扬子职业技术学院	0x25d
山东杏林科技职业学院	0x555
哈尔滨体育学院	0xe4e
西安工业大学	0xb55
北方工业大学	0x725
张家口学院	0x7c6
海军职工大学	0x728
浙江商业学校	0x62c
陕西青年职业学院	0xf93
广西财政高等专科学校	0xe14
南开大学滨海学院	0x15f
南通大学	0xa36
上海民航职业技术学院	0xf5
山西兵器工业职工大学	0xd10
烟台大学文经学院	0xc89
昆明工业职业技术学院	0xbe6
临沂教育学院	0xf9e
昆明大学	0xf37
贵州航天职业技术学院	0x3fb
湖州贸易经济学校	0x103b
贵州工业职业技术学院	0x885
安徽职业技术学院	0x10ac
扬州化工学校	0xd4c
太原大学教育学院	0xad2
青海柴达木职业技术学院	0x10f0
贵阳中医学院时珍学院	0xd3e
