888000195 ,天津铁道职业技术学院,	0x14e4
888004301 ,成都工业职工大学,	0xea2
888001003 ,南京工业大学,	0xea3
888002368 ,郑州成功财经学院,	0x1871
888000632 ,辽宁石油化工大学顺华能源学院,	0x1876
888002603 ,湖北文理学院理工学院,	0x1877
888001728 ,福建农林大学金山学院,	0x1874
888003495 ,安顺师范高等专科学校,	0x1875
888003428 ,四川邮电职业技术学院,	0x185f
888004039 ,昌吉电机技术学校,	0x187b
888003409 ,四川大学锦江学院,	0xeaa
888004223 ,济南市职工大学,	0x187c
888003924 ,庆阳职业技术学院,	0xeab
888000009 ,北京计算机学院,	0xeac
888003080 ,广州业余大学,	0x187a
888001447 ,浙江省体育运动学校,	0x187f
888000651 ,大连师范学校,	0x187d
888000997 ,南京交通高等专科学校,	0x187e
888000550 ,包头铁道职业技术学院,	0xeb9
888000143 ,天津理工学院,	0x1889
888001660 ,福建建筑高等专科学校,	0xeb5
888003504 ,贵阳学院,	0xeb6
888004225 ,山东省聊城教育学院,	0xeb7
888000031 ,北京农学院,	0xeb8
888002024 ,沂水师范,	0x1883
888003178 ,南宁市广播电视大学,	0xeb1
888002731 ,湖南农业大学,	0x1884
888003415 ,四川电影电视学院,	0xeb2
888000686 ,辽宁铁道职业技术学院,	0xeb3
888003493 ,兴义师范专科学校,	0x1881
888000205 ,河北工程大学,	0x1882
888000960 ,上海科技大学,	0xeb4
888003589 ,云南艺术学院,	0x1887
888004379 ,中国人民解放军战略支援部队航天工程大学,	0x1888
888003692 ,西安工程学院,	0x1885
888001380 ,杭州电力经济管理学校,	0x1886
888002858 ,长沙商贸旅游职业技术学院,	0xeb0
888002965 ,电子科技大学中山学院,	0x1880
888003705 ,渭南师范学院,	0x188c
888004007 ,塔里木大学,	0x188d
888001613 ,安庆职业技术学院,	0x188a
888002710 ,武汉铁路桥梁职业学院,	0x188b
888004115 ,包头市职工大学,	0x188e
888004270 ,湛江市业余大学,	0x188f
888000965 ,上海出版印刷高等专科学校,	0x1894
888003951 ,青海政法高等专科学校,	0x1895
888002551 ,湖北汽车工业学院,	0x1892
888000010 ,华北水利水电学院,	0x1893
888001420 ,浙江林业学校,	0x1898
888001446 ,浙江职工体育运动技术学院,	0x1899
888004142 ,通化市职工大学,	0x1896
888001369 ,宁波职工业余大学,	0x1897
888000332 ,秦皇岛职业技术学院,	0x1890
888001421 ,浙江丽水商业学校,	0x1891
888003469 ,四川卫生康复职业学院,	0x189d
888004344 ,中国人民解放军国防大学,	0x189e
888000275 ,中央司法警官学院,	0x189b
888001170 ,南通航运职业技术学院,	0x189c
888000970 ,上海交通职业技术学院,	0x189f
888000264 ,河北体育学院,	0x189a
888002204 ,山东中医药高等专科学校,	0x1adf
888004078 ,北京市农工商联合总公司职工大学,	0x1ade
888001685 ,泉州师范高等专科学校,	0x1add
888000150 ,天津师范高等专科学校,	0x182a
888001518 ,安徽新华学院,	0x182b
888002456 ,汝南园林学校,	0x1836
888002568 ,荆门职业技术学院,	0x1837
888001752 ,福建卫生职业技术学院,	0x1834
888002009 ,德州纺织工业学校,	0x1835
888001010 ,无锡轻工大学,	0x1adc
888004064 ,北京宣武红旗业余大学,	0x1adb
888003436 ,达州职业技术学院,	0x1838
888003596 ,楚雄民族师范学校,	0x1ada
888003896 ,兰州师范学校,	0x1839
888002110 ,山东管理学院,	0x1ae8
888001101 ,江苏第二师范学院,	0x1ae7
888000851 ,黑河师范专科学校,	0x1ae6
888000320 ,河北建材职业技术学院,	0x1ae5
888002624 ,鄂州职业大学,	0x1832
888003666 ,西藏自治区艺术学校,	0x1833
888000376 ,石家庄幼儿师范学校,	0x1830
888001913 ,鹰潭教育学院,	0x1831
888003830 ,陕西省蒲城师范学校,	0x1ae9
888003043 ,阳江师范学校,	0x1ae0
888003624 ,云南省文化厅职工大学,	0x181d
888000387 ,中北大学,	0x181e
888002501 ,湖北医科大学,	0x181b
888003453 ,广安职业技术学院,	0x181c
888002747 ,衡阳教育学院,	0x1ae4
888001066 ,南京森林警察学院,	0x1ae3
888002141 ,山东省对外经济学校,	0x181f
888004330 ,兰州航空工业职工大学,	0x1ae2
888003374 ,达县师范高等专科学校,	0x1ae1
888000337 ,唐山工业职业技术学院,	0x1aef
888004340 ,喀什教育学院,	0x1aee
888000412 ,吕梁学院,	0x183b
888001008 ,河海大学,	0x183c
888000071 ,华北电力学院,	0x183a
888003245 ,重庆建筑大学,	0x1847
888003762 ,西北工业大学明德学院,	0x1848
888002382 ,濮阳职业技术学院,	0x1845
888003195 ,广西现代职业技术学院,	0x1846
888003241 ,三亚理工职业学院,	0x1aed
888002791 ,湖南公安高等专科学校,	0x1aec
888002972 ,华南建设学院（东院）,	0x1aeb
888003876 ,兰州财经大学长青学院,	0x1849
888002693 ,湖北科技职业学院,	0x1aea
888003155 ,桂林旅游高等专科学校,	0x1840
888004066 ,北京市朝阳区职工大学,	0x1af8
888002983 ,广州大学华软软件学院,	0x1af7
888002305 ,郑州艺术学校,	0x1af6
888000199 ,天津生物工程职业技术学院,	0x1843
888002224 ,山东司法警官职业学院,	0x1844
888004143 ,通化钢铁公司职工大学,	0x1841
888003963 ,宁夏农学院,	0x1842
888002885 ,湘西民族职业技术学院,	0x182e
888004333 ,银光化学材料厂职工大学,	0x1af1
888000404 ,长治学院,	0x1af0
888003922 ,甘肃卫生职业学院,	0x182f
888002184 ,济南职业学院,	0x182c
888002583 ,武汉生物工程职业技术学院,	0x182d
888001645 ,安徽汽车职业技术学院,	0x1af5
888000305 ,北京交通大学海滨学院,	0x1af4
888003991 ,宁夏财经职业技术学院,	0x1af3
888001080 ,中国传媒大学南广学院,	0x1af2
888001239 ,徐州幼儿师范高等专科学校,	0x184c
888002944 ,广东省机械学校,	0x184d
888000329 ,石家庄铁路职业技术学院,	0x184a
888000694 ,辽宁省服务学校,	0x184b
888002458 ,焦作工贸职业学院,	0x1858
888004353 ,中国人民解放军陆军边海防学院,	0x1859
888001029 ,淮阴师范学院,	0x1856
888002148 ,东营农业学校,	0x1857
888000101 ,北京无线电工业学校,	0x1850
888000116 ,北京经济技术职业学院,	0x1851
888004179 ,上海市杨浦区业余大学,	0x1854
888000642 ,朝阳师范高等专科学校,	0x1855
888000503 ,内蒙古民族大学,	0x1852
888003627 ,西双版纳职业技术学院,	0x1853
888002550 ,中南民族大学,	0x183f
888001953 ,景德镇陶瓷职业技术学院,	0x183d
888001979 ,济南联合大学,	0x183e
888000540 ,乌兰察布职业学院,	0x185a
888003020 ,私立华联学院,	0x185d
888003088 ,广州珠江职业技术学院,	0x185e
888002032 ,济宁学院,	0x185b
888002966 ,广东石油化工学院,	0x185c
888003676 ,西藏职业技术学院,	0x1869
888003348 ,四川轻化工学院,	0x1867
888003631 ,云南省工程技术学校,	0x1868
888003925 ,庆阳市财政学校,	0x1861
888001769 ,泉州慈山财经学校,	0x1862
888000875 ,广播电视大学,	0x1860
888003531 ,贵州工业职业技术学院,	0x1865
888002301 ,中原职业技术学院,	0x1866
888002788 ,湖南财经高等专科学校,	0x1863
888003986 ,宁夏工商职业技术学院,	0x1864
888003180 ,广西水利电力职业技术学院,	0x184e
888003512 ,贵州财经大学商务学院,	0x184f
888003674 ,西藏警官高等专科学校,	0xdff
888000941 ,上海金融学院,	0xdfb
888002554 ,孝感市建筑工程学校,	0xdfc
888000871 ,哈尔滨电力职业技术学院,	0xdfd
888001472 ,安徽中医药大学,	0xdfe
888003316 ,重庆财经职业学院,	0xdfa
888002586 ,武汉科技大学城市学院,	0x1009
888001456 ,安徽大学,	0x1003
888003296 ,重庆工贸职业技术学院,	0x1004
888003482 ,贵州工业大学,	0x1001
888003650 ,云南现代职业技术学院,	0x1002
888000760 ,长春科技学院,	0x1007
888000806 ,佳木斯师范专科学校,	0x1008
888000300 ,河北农业大学现代科技学院,	0x1005
888000590 ,沈阳师范学院,	0x1006
888000215 ,河北联合大学,	0x1000
888000056 ,外交学院,	0x100c
888000620 ,沈阳工学院,	0xddd
888002163 ,青岛飞洋职业技术学院,	0xdde
888002376 ,郑州铁路职业技术学院,	0x100d
888003122 ,桂林电子科技大学,	0x100a
888003545 ,贵阳幼儿师范高等专科学校,	0xddf
888003913 ,甘肃省农业机械化学校,	0x100b
888004180 ,上海纺织工业职工大学,	0x17a1
888000259 ,唐山高等专科学校,	0xdda
888002929 ,惠州学院,	0x17a2
888002927 ,华南师范大学,	0xddb
888003367 ,绵阳师范高等专科学校,	0x100e
888003381 ,成都体育学院,	0xddc
888003392 ,康定民族师范高等专科学校,	0x17a0
888003620 ,昆明工业职业技术学院,	0x100f
888002053 ,青岛滨海学院,	0xde9
888002722 ,中南工业大学,	0xde5
888003947 ,西宁铁路司机学校,	0x1014
888000610 ,沈阳工程学院,	0x1015
888004146 ,长春教育学院,	0xde6
888000438 ,山西省财政税务专科学校,	0xde7
888001610 ,阜阳经济专修学院,	0x1012
888001143 ,江苏省商业学校,	0xde8
888002979 ,南方医科大学,	0x1013
888001207 ,无锡市轻工职大,	0x1018
888004085 ,天津市河西区职工大学,	0xde1
888001106 ,盐城鲁迅艺术学校,	0xde2
888002867 ,张家界航空工业职业技术学院,	0x1019
888000854 ,克山师范专科,	0x1016
888001845 ,南昌高等专科学校,	0xde3
888001166 ,苏州托普信息职业技术学院,	0x1017
888002602 ,湖北师范大学文理学院,	0xde4
888003770 ,咸阳纺织工业学校,	0xde0
888003668 ,西藏自治区财经学校,	0x1010
888001227 ,南京视觉艺术职业学院,	0x1011
888000555 ,满洲里俄语职业学院,	0x101d
888001045 ,江苏农学院,	0xdee
888000667 ,辽宁理工职业学院,	0x101e
888001556 ,安徽水利水电职业技术学院,	0xdef
888004376 ,中国人民解放军火箭军指挥学院,	0x101b
888000155 ,天津商学院,	0x101c
888000258 ,唐山学院,	0x17b2
888002313 ,平原大学,	0xdea
888000343 ,石家庄财经职业学院,	0x17b3
888004259 ,中钢集团衡阳重机职工大学,	0xdeb
888003150 ,南宁学院,	0x17b0
888003188 ,广西工业职业技术学院,	0xdec
888003290 ,重庆邮电大学移通学院,	0x101f
888000036 ,北京针灸骨伤学院,	0x17b1
888000281 ,石家庄城市职业学院,	0xded
888003258 ,重庆市第一师范学校,	0x101a
888001662 ,福建农林大学,	0x1025
888002426 ,郑州电子信息职业技术学院,	0xdf6
888003641 ,丽江师范高等专科学校,	0x1026
888004109 ,山西兵器工业职工大学,	0xdf7
888000307 ,廊坊东方职业技术学院,	0xdf8
888000546 ,内蒙古科技职业学院,	0x1023
888001429 ,杭州科技职业技术学院,	0x1024
888001808 ,南昌大学,	0xdf9
888001991 ,山东工程学院,	0x1029
888002578 ,汉口学院,	0xdf2
888003049 ,汕头机电学校,	0xdf3
888003244 ,重庆大学,	0xdf4
888004087 ,天津市红桥区职工大学,	0x1027
888004030 ,克拉玛依职业技术学院,	0xdf5
888004155 ,黑龙江省电力职工大学,	0x1028
888000578 ,沈阳建筑大学,	0x17a5
888000840 ,黑龙江外国语学院,	0x17a6
888001846 ,南昌工程学院,	0xdf0
888003429 ,四川机电职业技术学院,	0x17a3
888000500 ,内蒙古农业大学,	0x17a4
888002216 ,泰安贸易学校,	0xdf1
888002733 ,湖南林业学校,	0x17a9
888003496 ,贵州工程应用技术学院,	0x1021
888000214 ,华北煤炭医学院,	0x1022
888001117 ,苏州工艺美术学校,	0x17a7
888001174 ,常州纺织服装职业技术学院,	0x17a8
888003483 ,贵州医科大学,	0x1020
888001707 ,厦门医学院,	0xdbb
888001722 ,福州外语外贸职业技术学院,	0xdbc
888003064 ,茂名职业技术学院,	0xdbd
888000364 ,石家庄人民医学高等专科学校,	0xdbe
888001089 ,苏州大学应用技术学院,	0xdba
888003221 ,海南热带海洋学院,	0xdc7
888004356 ,中国人民解放军陆军军事交通学院,	0xdc8
888003497 ,毕节师范高等专科,	0xdc9
888002039 ,菏泽广播电视大学,	0xdc3
888003765 ,西安科技大学高新学院,	0xdc4
888000098 ,北京工业职业技术学院,	0xdc5
888001476 ,阜阳师范学院,	0xdc6
888000054 ,北京物资学院,	0xdc0
888000146 ,天津医学院,	0xdc1
888001582 ,安徽体育运动职业技术学院,	0xdc2
888000687 ,辽宁建筑职业学院,	0xdae
888000917 ,上海医疗器械高等专科学校,	0xdaf
888001655 ,阜阳幼儿师范高等专科学校,	0xdcc
888001916 ,江西财经职业学院,	0xdcd
888003439 ,成都农业科技职业学院,	0xdce
888000368 ,泊头职业学院,	0xdcf
888000180 ,天津电子信息职业技术学院,	0xdca
888000598 ,中国刑事警察学院,	0xdcb
888000410 ,山西经济管理学院,	0xdd8
888001729 ,福建船政交通职业学院,	0xdd9
888003541 ,毕节职业技术学院,	0xdd4
888004374 ,中国人民解放军空军勤务学院,	0xdd5
888002164 ,东营科技职业学院,	0xdd6
888004168 ,黑龙江省商业职工大学,	0xdd7
888001537 ,合肥师范学院,	0xdd0
888002359 ,信阳学院,	0xdd1
888003146 ,柳州师范高等专科学校,	0xdd2
888003287 ,重庆师范大学涉外商贸学院,	0xdd3
888002659 ,随州师范,	0xdbf
888000566 ,沈阳工业大学,	0xda9
888002644 ,湖北交通学校,	0xda5
888003207 ,广西理工职业技术学院,	0xda6
888003465 ,四川幼儿师范高等专科学校,	0xda7
888004249 ,十堰教育学院,	0xda8
888003410 ,四川文化艺术学院,	0xda1
888003537 ,遵义医药高等专科学校,	0xda2
888001510 ,蚌埠学院,	0xda3
888002294 ,商丘师范高等专科学校,	0xda4
888002973 ,广东外语外贸大学,	0xda0
888002104 ,济南大学泉城学院,	0xdaa
888003611 ,昆明医科大学海源学院,	0xdab
888003663 ,云南工贸职业技术学院,	0xdac
888000614 ,辽宁财政高等专科学校,	0xdad
888002742 ,郴州师范高等专科学校,	0xdb6
888002909 ,湖南食品药品职业学院,	0xdb7
888003987 ,宁夏商业学校,	0xdb8
888000974 ,上海民远职业技术学院,	0xdb9
888003362 ,成都中医药大学,	0xdb2
888001051 ,南京工程学院,	0xdb3
888001169 ,无锡商业职业技术学院,	0xdb4
888002418 ,焦作教育学院,	0xdb5
888002091 ,山东协和职业技术学院,	0xdb0
888003001 ,肇庆科技职业技术学院,	0xdb1
888004135 ,沈阳市广播电视大学,	0xf20
888004144 ,四平农村成人高等专科学校,	0xf21
888004190 ,江苏开放大学,	0xf22
888000556 ,内蒙古能源职业学院,	0xf23
888002323 ,安阳市财会学校,	0x1080
888001168 ,苏州医药科技学校,	0x106a
888002642 ,湖北轻工职业技术学院,	0xf0f
888001439 ,台州科技职业学院,	0x106b
888000486 ,太谷师范学校,	0xf0b
888004035 ,昌吉回族自治州职工大学,	0x106e
888001082 ,南京师范大学泰州学院,	0xf0c
888002545 ,中南财经政法大学,	0x106f
888002509 ,武汉建筑高等专科学校,	0x106c
888002537 ,汉江师范学院,	0xf0d
888001803 ,闽江师范高等专科学校,	0xf0e
888002581 ,武汉科技大学高等职业技术学院,	0x106d
888003171 ,广西东方外语职业学院,	0x17ea
888004093 ,天津市广播电视大学,	0x17eb
888000136 ,天津大学,	0x1078
888000382 ,渤海理工职业学院,	0xf0a
888001555 ,安徽商业职工大学,	0x1079
888003840 ,西安工程技师学院,	0x17ee
888001743 ,福建省商业学校,	0x17ef
888000008 ,北京联合大学经济管理学院,	0x17ec
888001116 ,苏州工艺美术职业技术学院,	0x17ed
888000912 ,东华大学,	0x1072
888004275 ,广东省公安司法管理干部学院,	0xf17
888001505 ,安徽三联职业技术学院,	0x1073
888003827 ,渭南职业技术学院,	0xf18
888000206 ,河北建筑科技学院,	0xf19
888002572 ,湖北商业高等专科学校,	0x1070
888002871 ,长沙职业技术学院,	0x17f8
888002902 ,湖南都市职业学院,	0x1071
888002978 ,广东培正学院,	0x17f9
888002135 ,潍坊师范学校,	0x1076
888003254 ,西南农业大学,	0xf13
888002651 ,武汉软件工程职业学院,	0x1077
888003423 ,南充职业技术学院,	0xf14
888001562 ,铜陵有色职工大学,	0x1074
888003837 ,陕西工商职业学院,	0xf15
888001668 ,集美财经高等专科学校,	0x1075
888004003 ,宁夏艺术职业学院,	0xf16
888003932 ,甘肃省石化工业学校,	0xf31
888002655 ,宜昌市财经学校,	0xf32
888004019 ,昌吉学院,	0xf33
888001309 ,宁波机械工业学校,	0xf34
888000457 ,山西水利职工大学,	0x1090
888002560 ,湖北医药学院,	0x1091
888003421 ,四川化工职业技术学院,	0xf30
888000553 ,内蒙古工业职业学院,	0x107b
888002207 ,济南纺织工业学校,	0x107c
888002984 ,中山大学南方学院,	0x107a
888001337 ,宁波大红鹰学院,	0x107f
888001527 ,安徽财经大学商学院,	0xf1c
888001981 ,山东省物资学校,	0xf1d
888000077 ,北京信息工程学院,	0x107d
888002566 ,湖北省公安专科学校,	0xf1e
888000465 ,山西信息职业技术学院,	0x107e
888003104 ,广东生态工程职业学院,	0xf1f
888004044 ,新疆建设职业技术学院,	0x17fb
888004201 ,浙江嘉兴教育学院,	0x17fc
888000809 ,黑龙江八一农垦大学,	0xf1a
888004244 ,湖北省纺织职工大学,	0x1089
888000832 ,黑龙江工业学院,	0xf1b
888002640 ,湖北黄石机电职业技术学院,	0x17fa
888003464 ,四川现代职业学院,	0x17ff
888002541 ,襄樊职业大学,	0x17fd
888003209 ,广西经济职业学院,	0x17fe
888000065 ,中国戏曲学院,	0xf28
888002625 ,武汉城市职业学院,	0x1083
888000184 ,天津轻工职业技术学院,	0x1084
888003108 ,广东茂名健康职业学院,	0xf29
888001604 ,马鞍山钢铁公司技师学院,	0x1081
888002263 ,洛阳农业高等专科学校,	0x1082
888001240 ,徐州生物工程职业技术学院,	0xf24
888002054 ,青岛滨海职业学院,	0x1087
888001778 ,厦门市城市建设中等职业学院,	0xf25
888003364 ,四川师范大学,	0x1088
888002672 ,武汉信息传播职业技术学院,	0xf26
888002842 ,湖南科技职业学院,	0x1085
888002900 ,湖南外国语职业学院,	0xf27
888004215 ,南昌市业余大学,	0x1086
888000223 ,河北工程技术高等专科学校,	0xf00
888000508 ,赤峰民族师范高等专科学校,	0xf01
888000744 ,吉林粮食高等专科学校,	0x108c
888000751 ,吉林警察学院,	0x108d
888001349 ,浙江农林大学暨阳学院,	0x108a
888001801 ,厦门安防科技职业学院,	0x108b
888001254 ,徐州交通学校,	0x108e
888002571 ,湖北经济学院,	0x108f
888000494 ,内蒙古大学,	0x1094
888000525 ,内蒙古建筑职业技术学院,	0x1095
888002115 ,山东商业职业技术学院,	0x1092
888000291 ,河北师范大学汇华学院,	0x1093
888001296 ,杭州应用工程学校,	0x1098
888001597 ,宣城广播电视大学,	0x1099
888000653 ,抚顺职业技术学院,	0x1096
888000984 ,上海中侨职业技术学院,	0x1097
888004294 ,四川省东方动力职工大学,	0xf10
888001474 ,安徽师范大学,	0xf11
888001625 ,安徽新闻出版职业技术学院,	0xf12
888000707 ,吉林工业大学,	0x109d
888002976 ,佛山大学,	0x109e
888003816 ,西安市财政会计学校,	0x109b
888003841 ,陕西省旅游学校,	0x109c
888001548 ,安徽省淮北财政学校,	0x109f
888002631 ,恩施州民族体育运动学校,	0x109a
888002403 ,商丘市体育运动学校,	0xf06
888002580 ,武昌理工学院,	0xf07
888000020 ,北京商学院,	0xf08
888000181 ,天津机电职业技术学院,	0xf09
888001437 ,浙江邮电职业技术学院,	0xf02
888001543 ,安徽工业经济学校,	0xf03
888004102 ,河北管理干部学院,	0xf04
888001024 ,南京中医药大学,	0xf05
888001019 ,盐城工业专科学校,	0x102e
888002296 ,河南财经政法大学,	0x102f
888003803 ,西安铁路职业技术学院,	0x17c0
888004067 ,北京医药集团职工大学,	0x102c
888000058 ,中国人民警官大学,	0x102d
888000870 ,鹤岗师范高等专科学校,	0x17c3
888001340 ,浙江大学宁波理工学院,	0x17c4
888000226 ,河北医学院,	0x17c1
888000326 ,沧州职业技术学院,	0x17c2
888001186 ,常州轻工职业技术学院,	0x17ae
888003801 ,陕西省警官学校,	0x17af
888003850 ,兰州医学院,	0x17ac
888001130 ,苏州市广播电视大学,	0x17ad
888003347 ,四川理工学院,	0x102a
888003995 ,宁夏建设职业技术学院,	0x102b
888000784 ,长春信息技术职业学院,	0x1036
888002913 ,湘南幼儿师范高等专科学校,	0x1037
888002707 ,武汉海事职业学院,	0x1034
888003328 ,重庆轻工职业学院,	0x1035
888001275 ,杭州教育学院,	0x17aa
888001532 ,安徽农业大学经济技术学院,	0x17ab
888003748 ,陕西国际商贸职业学院,	0x1038
888001148 ,常州无线电工业学校,	0x1039
888001810 ,江西工业大学,	0x17b6
888002967 ,广东石油化工高等专科学校,	0x17b7
888000392 ,山西医科大学,	0x17b4
888000646 ,锦州师范高等专科学校,	0x17b5
888000635 ,辽宁何氏医学院,	0x1032
888001026 ,南京师范大学,	0x1033
888002518 ,武汉轻工大学,	0x1030
888003575 ,云南师范大学,	0x17b8
888000655 ,阜新高等专科学校,	0x17b9
888003357 ,西昌农业高等专科学校,	0x1031
888001259 ,浙江工业大学,	0x103f
888001523 ,亳州幼儿师范学校,	0x17d0
888003002 ,东莞理工学院城市学院,	0x17d1
888001040 ,江苏省人口学校,	0x103d
888001217 ,盐城纺织工业学校,	0x103e
888003783 ,陕西职业技术学院,	0x17d4
888000240 ,廊坊师范专科学校,	0x17d5
888003270 ,四川美术学院,	0x17d2
888003324 ,重庆旅游职业学院,	0x17d3
888004192 ,南京市广播电视大学,	0x17bf
888001182 ,钟山职业技术学院,	0x17bd
888002724 ,长沙铁道学院,	0x17be
888002808 ,湖南商学院北津学院,	0x103b
888003167 ,广西中医药大学赛恩斯新医药学院,	0x103c
888001509 ,合肥师范学校,	0x103a
888001988 ,齐鲁工业大学,	0x1047
888000297 ,燕山大学里仁学院,	0x1048
888000920 ,上海中医药大学,	0x1045
888001090 ,苏州科技大学天平学院,	0x1046
888004194 ,浙江省省级机关职工业余大学,	0x17bb
888001009 ,江南大学,	0x17bc
888001609 ,阜阳科技职业学院,	0x1049
888002945 ,深圳大学,	0x17ba
888003008 ,香港中文大学（深圳）,	0x17c7
888000772 ,长春汽车工业高等专科学校,	0x17c8
888001641 ,桐城师范高等专科学校,	0x1040
888001444 ,定海职业学校,	0x17c5
888002325 ,河南纺织高等专科学校,	0x17c6
888003013 ,广东交通职业技术学院,	0x1043
888003910 ,甘肃省兰州农业学校,	0x1044
888001209 ,无锡高等师范学校,	0x17c9
888001799 ,泉州海洋职业学院,	0x1041
888001905 ,江西核工业技术学校,	0x1042
888000188 ,天津医学高等专科学校,	0x17e1
888003683 ,西安电子科技大学,	0x17e2
888003661 ,云南轻纺职业学院,	0x104e
888001216 ,盐城工业职业技术学院,	0x104f
888002809 ,湖南师范大学树达学院,	0x17e0
888000609 ,辽宁警察学院,	0x17e5
888001034 ,南京体育学院,	0x17e6
888003594 ,楚雄师范学院,	0x17e3
888000231 ,承德医学院,	0x17e4
888002242 ,潍坊工程职业学院,	0x17ce
888001378 ,杭州电力学校,	0x17cf
888002201 ,滕州市高级职业学校,	0x104c
888003099 ,广州东华职业学院,	0x104d
888001616 ,安徽艺术职业学院,	0x104a
888002003 ,曲阜师范大学,	0x104b
888004110 ,山西省职工工艺美术学院,	0x1058
888003092 ,广州大学城建学院,	0x1059
888003530 ,贵州城市职业学院,	0x1056
888004083 ,国家检察官学院,	0x1057
888002873 ,岳阳职业技术学院,	0x17cc
888003919 ,金昌市职业技术学校,	0x17cd
888002474 ,许昌电气职业学院,	0x17ca
888002805 ,湖南工业大学科技学院,	0x17cb
888002802 ,怀化医学高等专科学校,	0x1050
888003911 ,甘肃畜牧工程职业技术学院,	0x17d8
888003737 ,西安医学院,	0x1051
888003967 ,宁夏师范学院,	0x17d9
888001762 ,福州黎明职业技术学院,	0x17d6
888003484 ,遵义医学院,	0x17d7
888001308 ,浙江万里职业技术学院,	0x1054
888001663 ,福建农业大学,	0x1055
888003802 ,陕西经济管理职业技术学院,	0x1052
888003855 ,甘肃中医药大学,	0x1053
888001367 ,温州肯恩大学,	0x17f2
888002314 ,新乡教育学院,	0x17f3
888003152 ,钦州师范高等专科学校,	0x17f0
888004203 ,淮南市职工大学,	0x105f
888000915 ,上海健康医学院,	0x17f1
888002193 ,潍坊工商职业学院,	0x17f6
888002556 ,黄石高等专科学校,	0x17f7
888002862 ,湘潭市职工大学,	0x17f4
888003425 ,南充工业学校,	0x17f5
888003349 ,自贡师范高等专科学校,	0x105a
888000919 ,上海海洋大学,	0x17df
888003140 ,广西民族大学,	0x105d
888003522 ,黔南民族医学高等专科学校,	0x105e
888000813 ,哈尔滨医科大学,	0x105b
888002831 ,湖南省电子职工大学,	0x105c
888001070 ,泰州师范,	0x1069
888004198 ,金华教育学院,	0x17da
888004094 ,天津物资管理干部学院,	0x1067
888000339 ,河北省艺术职业学院,	0x1068
888004298 ,国营涪江机器厂职工大学,	0x17dd
888000708 ,白求恩医科大学,	0x17de
888000529 ,呼和浩特职业学院,	0x17db
888003697 ,陕西中医药大学,	0x17dc
888000321 ,河北建筑材料工业学校,	0x1061
888001788 ,福建体育职业技术学院,	0x17e9
888000355 ,石家庄工商职业学院,	0x1062
888001232 ,南京旅游职业学院,	0x17e7
888001588 ,滁州职业技术学院,	0x17e8
888004385 ,中国人民武装警察部队后勤学院,	0x1060
888003071 ,广州科技职业技术学院,	0x1065
888004207 ,宿州教育学院,	0x1066
888001115 ,江苏工程职业技术学院,	0x1063
888002153 ,滨州农业学校,	0x1064
888004175 ,上海市长宁区业余大学,	0x1919
888003018 ,深圳职业技术学院,	0x1913
888003113 ,广东江门中医药职业学院,	0x1914
888002719 ,湖南财经学院,	0x1911
888002943 ,广东技术师范学院,	0x1912
888003471 ,巴中职业技术学院,	0x1917
888003857 ,兰州城市学院,	0x1918
888002223 ,烟台汽车工程职业学院,	0x1915
888002289 ,南阳教育学院,	0x1916
888003112 ,惠州工程职业学院,	0x1910
888004337 ,宁夏回族自治区广播电视大学,	0x1924
888003532 ,贵州电力职业技术学院,	0x1925
888003862 ,河西学院,	0x1922
888004032 ,新疆轻工职业技术学院,	0x1923
888003507 ,六盘水师范高等专科学校,	0x1928
888003236 ,海南外国语职业学院,	0x1929
888000123 ,河北远东职业技术学院,	0x1926
888001727 ,福州海峡职业技术学院,	0x1927
888001867 ,江西赣江职业技术学院,	0x1920
888002090 ,山东协和学院,	0x1921
888002369 ,郑州升达经贸管理学院,	0x190b
888002676 ,湖北省电影学校,	0x190c
888001236 ,苏州信息职业技术学院,	0x190a
888000955 ,上海建桥职业技术学院,	0x190f
888003131 ,南宁师范高等专科,	0x190d
888003232 ,海南职业技术学院,	0x190e
888004282 ,桂林市职工大学,	0x192a
888000458 ,阳泉职业技术学院,	0x1935
888003035 ,广东职业技术学院,	0x1936
888001392 ,浙江艺术职业学院,	0x1933
888002333 ,河南城建高等专科学校,	0x1934
888001441 ,浙江国际海运职业技术学院,	0x1939
888003111 ,广州卫生职业技术学院,	0x1937
888003965 ,宁夏医学院,	0x1938
888000916 ,上海医药高等专科学校,	0x1931
888001120 ,连云港职业大学,	0x1932
888000804 ,佳木斯医学院,	0x1930
888003048 ,汕头商业供销学校,	0x191c
888003854 ,甘肃农业大学,	0x191d
888000973 ,上海震旦职业学院,	0x191a
888002507 ,武汉科技大学,	0x191b
888000080 ,中国地质大学（北京）,	0x191e
888001500 ,安徽冶金工业学校,	0x191f
888001633 ,蚌埠经济技术职业学院,	0x193a
888002272 ,新乡医学院,	0x193b
888003327 ,重庆艺术工程职业学院,	0x1946
888003584 ,保山学院,	0x1947
888002734 ,湖南中医药大学,	0x1944
888003294 ,重庆工业职业技术学院,	0x1945
888004166 ,佳木斯市教育学院,	0x1948
888000067 ,北京舞蹈学院,	0x1949
888002096 ,山东财经大学燕山学院,	0x1942
888002582 ,武汉生物工程学院,	0x1943
888001539 ,河海大学文天学院,	0x1940
888001603 ,安徽冶金科技职业学院,	0x1941
